	Gene	Chromosome	TxStart	TxEnd
14801	ARID3A	19	877036	923801
3765	WDR18	19	935327	945569
9306	GRIN3B	19	951436	960723
3208	TMEM259	19	972114	960649
13335	CNN2	19	977297	990063
15216	ABCA7	19	992244	1016571
4929	POLR2E	19	1046336	1039165
13606	GPX4	19	1054965	1057778
10052	SBNO2	19	1125259	1058657
15053	STK11	19	1156797	1179434
9233	CBARP	19	1188841	1180954
8452	ATP5F1D	19	1192748	1195823
6844	MIDN	19	1199551	1210139
15418	CIRBP	19	1220346	1224169
423	C19orf24	19	1226550	1230226
7784	EFNA2	19	1237167	1250944
13780	MUM1	19	1306009	1329427
1801	NDUFS7	19	1334905	1346582
4958	GAMT	19	1352552	1348088
7094	DAZAP1	19	1358583	1386683
3004	RPS15	19	1389378	1391492
3287	APC2	19	1401147	1424243
424	C19orf25	19	1430193	1425166
2041	PCSK4	19	1434843	1432426
8030	REEP6	19	1442164	1448923
5431	ADAMTSL5	19	1464019	1456022
5345	MEX3D	19	1518529	1505671
3305	MBD3	19	1543652	1527677
7550	UQCR11	19	1556431	1548171
10169	TCF3	19	1601277	1561965
3323	REXO1	19	1799450	1766246
1756	KLF16	19	1814496	1803398
3185	ABHD17A	19	1836432	1827975
11792	SCAMP4	19	1856372	1877011
2237	ADAT3	19	1856416	1864444
1823	CSNK1G2	19	1920718	1932334
15288	BTBD2	19	1944064	1936452
7739	MKNK2	19	2001886	1990601
2776	MOB3A	19	2047269	2022036
2273	IZUMO4	19	2047867	2050583
8242	AP3D1	19	2102346	2051994
1430	DOT1L	19	2115147	2181014
8911	PLEKHJ1	19	2187328	2184154
6448	SF3A2	19	2187815	2199677
6941	AMH	19	2200121	2203071
13184	JSRP1	19	2206344	2203251
12740	OAZ1	19	2220519	2224487
4811	PEAK3	19	2233175	2225630
11494	LSM7	19	2279574	2272521
12980	TMPRSS9	19	2340783	2377086
10566	TIMM13	19	2378875	2376621
2637	LMNB2	19	2407958	2379164
7630	GADD45B	19	2427134	2429257
3376	GNG7	19	2653663	2462217
7177	DIRAS1	19	2672369	2665564
6227	SLC39A3	19	2691074	2685524
4130	SGTA	19	2734354	2705711
14729	THOP1	19	2736505	2764598
5045	ZNF554	19	2770902	2786469
13790	ZNF555	19	2792481	2805033
5043	ZNF556	19	2818332	2829501
307	ZNF57	19	2851963	2869472
15813	ZNF77	19	2895930	2884216
3194	TLE6	19	2928561	2946176
3190	TLE2	19	2980022	2948636
4646	AES	19	3013274	3004172
1031	GNA11	19	3045529	3072452
6080	GNA15	19	3087229	3114741
370	S1PR4	19	3129769	3131329
9336	NCLN	19	3136874	3160572
2484	CELF5	19	3175700	3248071
16028	NFIC	19	3310615	3414603
3712	DOHH	19	3451621	3441821
15850	FZR1	19	3473953	3489325
12083	MFSD12	19	3508561	3495197
272	HMG20B	19	3523954	3530073
15845	GIPC3	19	3536568	3541434
10887	TBXA2R	19	3557658	3546517
13352	PIP5K1C	19	3651445	3581181
4508	TJP3	19	3672734	3701807
2198	APBA3	19	3712673	3701770
10097	MRPL54	19	3713671	3718555
15024	RAX2	19	3723219	3720092
8971	MATK	19	3737414	3728967
3714	ATCAY	19	3831675	3877512
10359	NMRK2	19	3884100	3893412
15020	DAPK3	19	3920826	3909451
2261	EEF2	19	3936446	3927054
9035	PIAS4	19	3958748	3989066
1774	ZBTB7A	19	4017816	3996216
7109	CREB3L3	19	4104628	4124049
6965	SIRT6	19	4133596	4125105
13203	EBI3	19	4180539	4188522
11688	YJU2	19	4198107	4220083
14158	SHD	19	4230658	4241720
5039	TMIGD2	19	4253428	4243228
14601	STAP2	19	4289847	4275040
12720	MPND	19	4294555	4311074
14722	SH3GL1	19	4351471	4311367
8282	CHAF1A	19	4353658	4394394
5960	UBXN6	19	4406295	4396260
13399	HDGFL2	19	4423254	4453220
11991	LRG1	19	4491036	4488226
12760	PLIN5	19	4491079	4479438
13482	SEMA6B	19	4509503	4493599
8017	TNFAIP8L1	19	4590529	4604952
621	MYDGF	19	4621415	4608558
13734	DPP9	19	4674875	4626236
838	FEM1A	19	4742769	4746567
12762	PLIN3	19	4818669	4790074
11590	KDM4B	19	4920131	5104606
3057	PTPRS	19	5237399	5157380
15143	ZNRF4	19	5406441	5407866
11319	TINCR	19	5518965	5510363
9688	SAFB2	19	5573762	5538009
1847	SAFB	19	5574163	5619488
7719	C19orf70	19	5631911	5629432
14199	HSD11B1L	19	5632034	5639532
5080	RPL36	19	5641366	5642676
8098	LONP1	19	5671138	5642845
4815	CATSPERD	19	5671706	5729741
15377	PRR22	19	5735610	5733970
13678	DUS3L	19	5742190	5736154
1551	NRTN	19	5774817	5779335
6368	FUT6	19	5783578	5782388
6371	FUT3	19	5802482	5793901
6369	FUT5	19	5821551	5816836
3349	NDUFA11	19	5855025	5845685
879	CAPS	19	5865218	5866886
6515	RANBP3	19	5884329	5871913
294	RFX2	19	6061554	5944174
11937	ACSBG2	19	6086679	6144104
6986	MLLT1	19	6230959	6163965
14235	ACER1	19	6284562	6257724
3006	CLPP	19	6312462	6319915
9465	ALKBH7	19	6323443	6326040
15951	PSPN	19	6326860	6326304
1070	GTF2F1	19	6344184	6330580
12018	KHSRP	19	6375805	6364358
9926	SLC25A41	19	6384790	6377049
11556	SLC25A23	19	6410762	6391074
8304	CRB3	19	6414787	6418228
9084	DENND1C	19	6432786	6418456
9163	TUBB4A	19	6453330	6445329
9066	TNFSF9	19	6482036	6486933
11372	CD70	19	6542163	6536850
10443	TNFSF14	19	6621599	6615565
15378	C3	19	6671660	6628877
9322	TRIP10	19	6690706	6702537
10626	SH2D3A	19	6718480	6703174
5988	VAV1	19	6723721	6808371
8700	MBD3L2	19	7000349	7002748
5044	ZNF557	19	7020715	7035907
1743	INSR	19	7244942	7067637
6149	ARHGEF18	19	7351865	7443370
15168	PEX11G	19	7459905	7447760
1894	TEX45	19	7468461	7479336
10206	ZNF358	19	7487074	7491911
608	MCOLN1	19	7493511	7504871
9664	PNPLA6	19	7505074	7532647
1138	CAMSAP3	19	7566787	7588981
12426	XAB2	19	7600439	7590411
13757	PCP2	19	7604570	7602508
5479	STXBP2	19	7608012	7618758
6134	RETN	19	7639971	7641340
1446	MCEMP1	19	7647513	7650708
8172	TRAPPC5	19	7651760	7653742
4634	FCER2	19	7672997	7659662
11502	CLEC4G	19	7703006	7699851
12563	CD209	19	7718406	7710881
11501	CLEC4M	19	7734080	7740490
8712	EVI5L	19	7801242	7835861
7734	PRR36	19	7842373	7839605
13929	LRRC8E	19	7859389	7872908
15749	MAP2K7	19	7874727	7885362
10796	SNAPC2	19	7891228	7894134
7688	CTXN1	19	7897029	7895383
480	TIMM44	19	7914538	7897603
2088	ELAVL1	19	7976529	7929457
1113	CCL25	19	8023933	8033547
2983	FBN3	19	8067890	8036287
14014	CERS4	19	8180256	8233302
9533	CD320	19	8279239	8273010
5776	NDUFA7	19	8292280	8282233
10684	RPS28	19	8292383	8293278
4825	KANK3	19	8314146	8294200
10136	ANGPTL4	19	8335010	8345257
2945	RAB11B	19	8361295	8374479
7677	MARCH2	19	8384186	8409897
11917	HNRNPM	19	8415873	8459994
15067	PRAM1	19	8473495	8460940
3033	ZNF414	19	8485032	8482223
629	MYO1F	19	8548307	8491995
12620	ADAMTS10	19	8581588	8551125
2451	ACTL9	19	8670172	8668752
13245	OR2Z1	19	8702390	8703335
5056	ZNF558	19	8794565	8781381
8699	MBD3L1	19	8814331	8814995
12928	OR1M1	19	9064920	9065862
2784	OR7G2	19	9074982	9073944
2787	OR7G1	19	9087439	9086273
2785	OR7G3	19	9098626	9097687
9042	ZNF317	19	9112072	9135089
2192	OR7D2	19	9157269	9160493
10995	OR7D4	19	9186513	9185574
5057	ZNF559	19	9295927	9315519
2076	ZNF177	19	9334695	9353864
15312	ZNF266	19	9385831	9384273
2936	ZNF560	19	9470279	9038554
10198	ZNF426	19	9510303	9499682
7346	ZNF121	19	9556209	9537291
13837	ZNF561	19	9592899	9580133
13836	ZNF562	19	9646720	9624300
89	FBXL12	19	9790683	9781973
15047	UBL5	19	9799613	9801791
6817	PIN1	19	9806998	9821358
7744	OLFM2	19	9908070	9825394
7516	COL5A3	19	9982147	9931236
12204	RDH8	19	9984924	9993954
15363	C19orf66	19	10058008	10064918
10134	ANGPTL6	19	10074425	10064012
10590	PPAN	19	10077964	10082975
10233	P2RY11	19	10083196	10087065
9381	EIF3G	19	10091585	10086690
12512	DNMT1	19	10166537	10105205
5488	S1PR2	19	10202929	10195519
4687	MRPL4	19	10223639	10231736
11654	ICAM1	19	10242778	10258291
6023	ICAM4	19	10258679	10260198
11650	ICAM5	19	10261654	10268453
10141	FDX2	19	10287675	10281721
14526	RAVER1	19	10305195	10287890
11652	ICAM3	19	10311296	10305453
6126	TYK2	19	10352211	10322208
2170	CDC37	19	10375271	10362808
15738	PDE4A	19	10388448	10441306
14496	KEAP1	19	10475054	10457795
5493	S1PR5	19	10489112	10484622
236	ATG4D	19	10515646	10525093
10521	KRI1	19	10537696	10525266
9394	CDKN2D	19	10540631	10538138
9103	AP1M2	19	10558991	10544347
1806	ILF3	19	10625987	10664095
13810	QTRT1	19	10673130	10685040
15873	DNM2	19	10689754	10803579
11907	TMED1	19	10807983	10804114
11585	CARM1	19	10843252	10894448
15348	YIPF2	19	10900357	10894445
15966	TIMM29	19	10900423	10901914
10717	SMARCA4	19	10932605	11033953
1189	LDLR	19	11061131	11105490
10811	SPC24	19	11127458	11117169
4824	KANK2	19	11166187	11138233
12377	ANGPTL8	19	11209125	11213618
6684	DOCK6	19	11234128	11170972
3321	TSPAN16	19	11267823	11298672
11984	RAB3D	19	11311321	11296093
12645	TMEM205	19	11317722	11314458
15949	PLPPR2	19	11327106	11337372
12971	SWSAP1	19	11346382	11348627
6471	EPOR	19	11355926	11349474
1328	CCDC151	19	11406940	11392272
10808	PRKCSH	19	11407268	11422783
2090	ELAVL3	19	11452803	11423142
3593	ZNF653	19	11477654	11455245
14419	ECSIT	19	11500930	11477744
7660	CNN1	19	11510578	11522138
2554	ELOF1	19	11526181	11524861
14812	ACP5	19	11549496	11546476
12910	ZNF627	19	11569326	11590974
11816	ZNF441	19	11738906	11754301
5319	ZNF491	19	11770399	11780889
7961	ZNF440	19	11786106	11807016
2423	ZNF439	19	11837843	11841305
7588	ZNF69	19	11859669	11886130
23	ZNF700	19	11896899	11922577
1647	ZNF433	19	12007491	11986572
6465	ZNF20	19	12109544	12103931
12908	ZNF625	19	12128529	12116710
10658	ZNF136	19	12134918	12161063
8158	ZNF44	19	12266637	12220217
13835	ZNF563	19	12305502	12289305
11817	ZNF442	19	12337447	12321184
5613	ZNF799	19	12373034	12351002
11818	ZNF443	19	12412819	12401520
17	ZNF709	19	12456632	12435742
9329	ZNF564	19	12523288	12497533
5320	ZNF490	19	12582595	12547645
5608	ZNF791	19	12582752	12601676
6863	MAN2B1	19	12638548	12618329
5233	WDR83OS	19	12641449	12639886
3501	WDR83	19	12641583	12647645
2369	DHPS	19	12653590	12647648
4482	FBXW9	19	12668395	12661029
9964	TNPO2	19	12694078	12672966
8512	TRIR	19	12706529	12702454
1656	ASNA1	19	12709305	12720137
9945	BEST2	19	12724406	12730269
12987	HOOK2	19	12747337	12734816
12957	JUNB	19	12763309	12765124
12435	PRDX2	19	12773694	12772426
7465	RNASEH2A	19	12778427	12785462
13497	RTBDN	19	12807230	12797296
13685	MAST1	19	12810347	12846765
6078	DNASE2	19	12853335	12847024
13229	KLF1	19	12859017	12856238
12689	GCDH	19	12862973	12871782
13703	FARSA	19	12905522	12894292
4311	CALR	19	12910422	12916303
15925	RAD23A	19	12917653	12925455
14088	GADD45GIP1	19	12929050	12925971
6118	DAND5	19	12941431	12946567
16046	NFIX	19	12967583	13070610
9984	LYL1	19	13074681	13070847
7014	TRMT1	19	13088332	13076715
5907	NACC1	19	13090108	13112958
13702	STX10	19	13121987	13116223
11241	IER2	19	13122281	13126716
8602	CACNA1A	19	13478038	13179126
15667	CCDC130	19	13719752	13735106
9199	MRI1	19	13736345	13746095
7153	C19orf53	19	13746284	13750273
4089	ZSWIM4	19	13767273	13804044
7156	C19orf57	19	13877909	13854167
7539	CC2D1A	19	13878051	13902691
15727	PODNL1	19	13910289	13904166
1735	DCAF15	19	13924318	13933254
1872	RFX1	19	13978097	13933352
3608	RLN3	19	13998506	14003369
6108	IL27RA	19	14003261	14025026
7965	SAMD1	19	14062232	14060228
965	PRKACA	19	14085992	14063508
13505	ASF1B	19	14108429	14091342
3085	ADGRL1	19	14177997	14119549
13717	ADGRE5	19	14353265	14380533
6394	DDX39A	19	14391171	14380632
3798	PKN1	19	14405134	14443678
5121	PTGER1	19	14447174	14444278
15843	GIPC1	19	14467944	14449571
9486	DNAJB1	19	14490201	14486581
2021	TECR	19	14501381	14537791
14576	NDUFB7	19	14543886	14537890
8364	CLEC17A	19	14554895	14582956
13719	ADGRE3	19	14646627	14591051
8471	ZNF333	19	14661869	14692772
13720	ADGRE2	19	14750353	14704204
7269	OR7C1	19	14771948	14770985
4514	OR7A5	19	14800276	14798138
3758	OR7A10	19	14813689	14812759
3761	OR7A17	19	14853167	14852237
7262	OR7C2	19	14913300	14914260
13360	SLC1A6	19	14944730	14921990
15393	CCDC105	19	14982555	14995080
7896	CASP14	19	15024014	15027900
14111	OR1I1	19	15058876	15059944
7592	SYDE1	19	15079213	15086789
7320	ILVBL	19	15096968	15086786
5032	NOTCH3	19	15172792	15131444
8469	EPHX3	19	15204231	15198730
529	BRD4	19	15252262	15220331
1076	AKAP8	19	15351603	15325335
3966	AKAP8L	19	15390833	15351858
8280	PGLYRP2	19	15451208	15440462
12670	CYP4F22	19	15480336	15524127
15829	CYP4F3	19	15612706	15634634
5630	CYP4F12	19	15644917	15668984
15457	OR10H2	19	15699853	15700801
15458	OR10H3	19	15713202	15714153
15461	OR10H5	19	15765858	15766806
15459	OR10H1	19	15779847	15778890
12256	CYP4F2	19	15869884	15849833
5632	CYP4F11	19	15906326	15884180
15460	OR10H4	19	15920817	15921768
4477	TPM4	19	16048324	16074408
6016	RAB8A	19	16083489	16105443
2414	CIB3	19	16145286	16133178
416	FAM32A	19	16157234	16163855
9104	AP1M1	19	16169730	16207156
13228	KLF2	19	16296650	16299337
12115	EPS15L1	19	16443762	16333407
7808	CALR3	19	16468003	16450887
14834	C19orf44	19	16468223	16493160
9612	CHERP	19	16514248	16489705
10950	SLC35E1	19	16539901	16537038
12549	MED26	19	16599754	16547837
3963	SMIM7	19	16625876	16617959
6762	TMEM38A	19	16632937	16660814
14931	NWD1	19	16691786	16789761
13821	SIN3B	19	16801210	16852164
8169	F2RL3	19	16860981	16862461
8067	CPAMD8	19	16998469	16864757
5944	HAUS8	19	17047343	17021572
14497	MYO9B	19	17073527	17185103
12723	USE1	19	17187167	17191638
6308	OCEL1	19	17198054	17201027
14940	NR2F6	19	17217151	17203693
4518	BABAM1	19	17239241	17251144
10695	ANKLE1	19	17253680	17259454
4868	ABHD8	19	17275234	17263940
8357	MRPL34	19	17277476	17278652
4956	DDA1	19	17281353	17292098
13070	ANO8	19	17306638	17295033
2771	GTPBP3	19	17309378	17314530
791	PLVAP	19	17349137	17323263
6728	BST2	19	17377384	17374755
10691	MVB12A	19	17391911	17397140
6868	NXNL1	19	17432725	17427235
5283	SLC27A1	19	17442299	17477977
2200	PGLS	19	17483431	17493095
4985	FAM129C	19	17495109	17525454
1630	MAP1S	19	17691302	17706324
10553	FCHO1	19	17723335	17760363
1308	B3GNT3	19	17766948	17784890
3413	INSL3	19	17793320	17788321
13096	JAK3	19	17819800	17801596
1659	RPL18A	19	17831730	17835124
6804	SLC5A5	19	17843781	17865897
7431	CCDC124	19	17906904	17915783
9862	KCNN1	19	17923110	17970930
4361	ARRDC2	19	17979976	17985909
2552	IL12RB1	19	18058697	18042372
9972	PIK3R2	19	18125015	18142343
3818	IFI30	19	18145578	18149927
14970	MPV17L2	19	18165049	18168548
7999	RAB3A	19	18175839	18168610
15740	PDE4C	19	18198285	18182737
12268	IQCN	19	18246235	18228907
13683	JUND	19	18253468	18251569
13585	LSM4	19	18294958	18278717
3997	PGPEP1	19	18312420	18335804
14484	GDF15	19	18357984	18360986
10015	LRRC25	19	18369408	18362958
6104	SSBP4	19	18391135	18406459
5059	ISYNA1	19	18409943	18406624
726	ELL	19	18493918	18414474
15062	FKBP8	19	18513623	18503573
12341	KXD1	19	18529603	18541184
5407	UBA52	19	18543667	18547050
9948	REX1BD	19	18560605	18564146
3600	CRLF1	19	18578660	18565046
1879	TMEM59L	19	18584711	18592822
11103	KLHL26	19	18608837	18642302
15620	CRTC1	19	18655424	18749762
5451	UPF1	19	18803787	18840038
9768	GDF1	19	18867953	18840353
14093	CERS1	19	18867953	18849726
8913	COPE	19	18891199	18871322
2069	DDX49	19	18891493	18900436
12215	HOMER3	19	18912983	18901011
13439	SUGP2	19	19005299	18964176
8003	ARMC6	19	19005470	19029978
9927	SLC25A42	19	19035807	19084697
15419	TMEM161A	19	19110267	19091430
8458	MEF2B	19	19163933	19117377
1683	BORCS8	19	19163961	19148719
8831	RFXANK	19	19164007	19173678
14108	NR2C2AP	19	19175215	19173223
2053	NCAN	19	19188761	19224040
613	HAPLN4	19	19234560	19227470
2445	TM6SF2	19	19245074	19236177
13440	SUGP1	19	19292301	19248321
6690	MAU2	19	19316782	19330562
14759	GATAD2A	19	19399335	19478789
1246	TSSK6	19	19487469	19486027
3736	NDUFA13	19	19487595	19500007
1369	YJEFN3	19	19500706	19509387
14431	CILP2	19	19510056	19518466
15501	PBX4	19	19590439	19533523
9745	LPAR2	19	19600017	19595476
9149	GMIP	19	19615417	19601284
3852	ATP13A1	19	19633925	19617011
8113	ZNF101	19	19640662	19652138
15244	ZNF14	19	19704921	19682281
14439	ZNF506	19	19793518	19757650
10470	ZNF253	19	19837713	19869579
1532	ZNF93	19	19872764	19907382
12209	ZNF682	19	20011274	19977057
6876	ZNF486	19	20139038	20171601
12909	ZNF626	19	20636193	20619834
7595	ZNF66	19	20768459	20787695
9252	ZNF85	19	20897933	20925341
1632	ZNF430	19	20995336	21033493
7867	ZNF714	19	21056854	21099721
14463	ZNF431	19	21116727	21160645
18	ZNF708	19	21304052	21265802
7284	ZNF738	19	21333574	21353941
5317	ZNF493	19	21371774	21401628
3999	ZNF100	19	21742163	21697407
8159	ZNF43	19	21810817	21781994
7057	ZNF257	19	22027188	22064561
1533	ZNF99	19	22729517	22726824
8117	ZNF730	19	23091616	23124603
1530	ZNF91	19	23370089	23333882
4112	ZNF675	19	23661780	23627811
12220	ZNF681	19	23733479	23717999
7056	ZNF254	19	24061834	24104494
12304	UQCRFS1	19	34395954	34390006
12352	POP4	19	34789040	34798546
7840	PLEKHF1	19	34847802	34858204
1047	C19orf12	19	34897952	34883914
3412	CCNE1	19	34994740	35007058
12792	URI1	19	35125264	35198451
6764	ZNF536	19	35555167	35740805
600	TSHZ3	19	36462015	36458839
14438	ZNF507	19	37528392	37570410
9495	DPY19L3	19	37588870	37667076
3975	PDCD5	19	37763943	37770167
12864	ANKRD27	19	37857919	37779753
2022	RGS9BP	19	37858595	37860922
2959	SLC7A9	19	38052509	38013266
12057	CEP89	19	38142698	38061748
6085	FAAP24	19	38155017	38159798
761	RHPN2	19	38247634	38161338
5327	WDR88	19	38314858	38358541
2433	LRP3	19	38377329	38390385
16037	SLC7A10	19	38408548	38391410
15493	CEBPA	19	38485160	38482775
15494	CEBPG	19	38556448	38565431
5183	PEPD	19	38704510	38569695
108	CHST8	19	38867273	38956253
6916	KCTD15	19	38979606	38996984
2093	LSM14A	19	39355282	39412048
6247	KIAA0355	19	39482420	39538310
2527	GPI	19	39547908	39583076
11714	PDCD2L	19	39587142	39608910
5719	UBA2	19	39611107	39652637
1258	ZNF302	19	39860406	39869142
14720	ZNF30	19	40109723	40127909
5609	ZNF792	19	40143044	40139097
15206	GRAMD1A	19	40183085	40209213
5357	SCN1B	19	40213373	40223192
12729	HPN	19	40223249	40249315
12751	FXYD3	19	40298638	40307067
2466	LGI4	19	40317595	40313832
12747	FXYD7	19	40325993	40337045
12749	FXYD5	19	40337466	40352625
9585	FAM187B	19	40411468	40407543
3339	LSR	19	40431398	40450705
10447	USF2	19	40451735	40462558
252	HAMP	19	40465249	40467883
4123	MAG	19	40474877	40496547
7923	CD22	19	40514761	40529509
1515	FFAR1	19	40534294	40535197
1513	FFAR3	19	40541341	40543227
5500	GPR42	19	40554101	40555142
1512	FFAR2	19	40632456	40633449
1764	KRTDAP	19	40673196	40670067
8106	DMKN	19	40696394	40679962
2725	SBSN	19	40711052	40706109
4043	GAPDHS	19	40716203	40728058
398	TMEM147	19	40728384	40730268
11236	ATP4A	19	40746400	40732934
15908	ETV2	19	40824498	40827613
12674	COX6B1	19	40830994	40841523
506	UPK1A	19	40849554	40861207
2895	ZBTB32	19	40895669	40899780
15120	IGFLR1	19	40925191	40921991
11877	U2AF1L4	19	40928146	40925272
11843	PSENEN	19	40928333	40937257
8227	LIN37	19	40931351	40937259
6298	HSPB6	19	40939770	40937309
11294	PROSER3	19	40940924	40953630
8580	ARHGAP33	19	40958315	40971564
11539	PRODH2	19	40996041	40982731
11871	NPHS1	19	41034579	41008696
15331	KIRREL2	19	41039663	41049876
15809	APLP1	19	41051303	41062530
5935	NFKBID	19	41083392	41070982
4913	HCST	19	41085221	41087013
10199	TYROBP	19	41091026	41087143
2797	LRFN3	19	41119861	41127935
668	SYNE4	19	41191509	41186049
4274	CLIP3	19	41215615	41197402
12234	THAP8	19	41237504	41217726
15114	TBCB	19	41297727	41308689
4940	POLR2I	19	41298046	41296451
11104	CAPNS1	19	41322757	41333094
2379	COX7A1	19	41335611	41333663
9834	ZNF146	19	41411487	41421506
13833	ZNF565	19	41428999	41365035
10814	ZFP14	19	41550713	41519001
281	ZFP82	19	41601390	41574700
13832	ZNF566	19	41672177	41630417
14984	ZNF529	19	41755994	41727133
3612	ZNF382	19	41788060	41811338
11251	ZNF461	19	41849579	41820122
13831	ZNF567	19	41872141	41904063
5607	ZNF790	19	42021099	42000866
2421	ZNF345	19	42033106	42062313
12843	ZNF585A	19	42355417	42332840
12844	ZNF585B	19	42393291	42367563
5559	ZNF383	19	42409205	42426414
13342	HKR1	19	42517407	42547193
14981	ZNF527	19	42553907	42575806
5636	ZNF570	19	42651821	42668082
5610	ZNF793	19	42689680	42726073
15507	ZNF540	19	42734147	42796834
5637	ZNF571	19	42777487	42746995
4679	ZFP30	19	42838153	42815228
13789	ZNF781	19	42874992	42850489
12331	ZNF607	19	42882293	42879115
5639	ZNF573	19	42962040	42921042
1655	DPF1	19	43406628	43394196
11773	SPINT2	19	43447041	43474948
8811	C19orf33	19	43486643	43487486
1329	YIF1B	19	43492274	43487594
991	KCNK6	19	43502323	43511487
4817	CATSPERG	19	43518297	43553422
14203	PSMD8	19	43557060	43566303
11137	GGN	19	43570508	43566831
6711	FAM98C	19	43585625	43591566
10152	RASGRP4	19	43608785	43591537
15816	RYR1	19	43616202	43770042
902	MAP4K1	19	43800404	43770120
1020	EIF3K	19	43801576	43819434
3059	ACTN4	19	43830166	43913010
2708	CAPN12	19	43926954	43912671
681	LGALS7	19	43971693	43974232
683	LGALS4	19	43995422	43984154
1553	ECH1	19	44014278	43997909
7505	HNRNPL	19	44032396	44018877
1340	RINL	19	44060734	44050313
9177	SIRT2	19	44082193	44061041
2961	NFKBIB	19	44082443	44091373
4772	MRPS12	19	44113187	44115497
2718	SARS2	19	44113238	44097778
1274	FBXO17	19	44135167	44123881
10451	FBXO27	19	44215038	44206503
5236	ACP7	19	44266784	44293318
4375	PAK4	19	44308259	44361886
10044	NCCRP1	19	44379443	44384362
7198	IFNL3	19	44427451	44426111
7197	IFNL2	19	44450996	44452572
7196	IFNL1	19	44478804	44481152
11880	GMFG	19	44518486	44510839
14388	SAMD4B	19	44524947	44567375
4549	PAF1	19	44573472	44568332
1943	MED29	19	44573802	44583041
11444	ZFP36	19	44589326	44591885
3003	RPS16	19	44618413	44615691
6132	SUPT5H	19	44628105	44659146
8297	TIMM50	19	44662891	44673368
2436	DLL3	19	44681426	44690948
13221	SELENOV	19	44697592	44703166
14369	EID2B	19	44715334	44713469
6426	EID2	19	44722664	44721288
3960	LGALS13	19	44785008	44789953
7469	LGALS14	19	44886785	44891927
